scaffold,start,end,mid,sites,pi_VDESAC,pi_VDESAM,pi_VJACAC,pi_VJACAM,pi_VJACAN,dxy_VDESAC_VDESAM,dxy_VDESAC_VJACAC,dxy_VDESAC_VJACAM,dxy_VDESAC_VJACAN,dxy_VDESAM_VJACAC,dxy_VDESAM_VJACAM,dxy_VDESAM_VJACAN,dxy_VJACAC_VJACAM,dxy_VJACAC_VJACAN,dxy_VJACAM_VJACAN,Fst_VDESAC_VDESAM,Fst_VDESAC_VJACAC,Fst_VDESAC_VJACAM,Fst_VDESAC_VJACAN,Fst_VDESAM_VJACAC,Fst_VDESAM_VJACAM,Fst_VDESAM_VJACAN,Fst_VJACAC_VJACAM,Fst_VJACAC_VJACAN,Fst_VJACAM_VJACAN
NW_019211454.1,11700001,11750000,11726060,19206,0.0023,0.0004,0.0019,0.0012,0.0008,0.0021,0.0057,0.0058,0.0057,0.0056,0.0057,0.0055,0.0019,0.0019,0.0016,0.222,0.4677,0.5265,0.3801,0.6477,0.7603,0.7168,0.087,0.0628,0.1625
NW_019211454.1,11720001,11770000,11745068,19501,0.0022,0.0004,0.0019,0.0014,0.0009,0.0021,0.0054,0.0055,0.0055,0.0054,0.0055,0.0055,0.002,0.0019,0.0016,0.2482,0.4516,0.4945,0.3745,0.6402,0.7297,0.7143,0.0829,0.0586,0.111
NW_019211454.1,11740001,11790000,11765014,19341,0.0024,0.0005,0.0018,0.0014,0.001,0.0024,0.0059,0.0062,0.006,0.0061,0.0063,0.0061,0.0019,0.0018,0.0015,0.2722,0.4822,0.5182,0.3769,0.6821,0.7581,0.7219,0.0844,0.0479,0.0815
NW_019211454.1,11760001,11810000,11783773,18763,0.0025,0.0005,0.0016,0.0012,0.001,0.0025,0.0059,0.0061,0.0061,0.006,0.0061,0.0061,0.0017,0.0016,0.0014,0.2493,0.4846,0.5123,0.3611,0.6929,0.767,0.7061,0.0871,0.0396,0.0889
NW_019211454.1,11780001,11830000,11804653,17061,0.0028,0.0006,0.0017,0.0012,0.0008,0.0027,0.0064,0.0067,0.0064,0.0065,0.0068,0.0065,0.0018,0.0015,0.0014,0.2273,0.4858,0.5167,0.3577,0.6971,0.7685,0.706,0.0934,0.0417,0.1212
NW_019211454.1,11800001,11850000,11825131,17076,0.003,0.0006,0.0017,0.0013,0.0006,0.0027,0.0066,0.0069,0.0064,0.0065,0.0068,0.0064,0.0018,0.0015,0.0013,0.2045,0.4831,0.5092,0.3508,0.6937,0.7659,0.7126,0.0887,0.0562,0.116
NW_019211454.1,11820001,11870000,11844858,16699,0.0028,0.0008,0.002,0.0015,0.0008,0.0026,0.0085,0.0086,0.0084,0.0086,0.0087,0.0085,0.0021,0.0019,0.0015,0.1934,0.5623,0.5871,0.4445,0.7151,0.7711,0.709,0.0903,0.0672,0.087
NW_019211454.1,11840001,11890000,11865312,17730,0.0026,0.0008,0.0017,0.0015,0.0008,0.0024,0.0078,0.008,0.0077,0.0079,0.0082,0.0078,0.0019,0.0017,0.0014,0.1874,0.5696,0.5841,0.4398,0.7215,0.7624,0.6963,0.0892,0.0563,0.0771
NW_019211454.1,11860001,11910000,11886303,18311,0.0023,0.0008,0.0014,0.0012,0.0009,0.0022,0.0067,0.007,0.0067,0.007,0.0072,0.007,0.0016,0.0015,0.0015,0.1722,0.5777,0.5817,0.4285,0.7291,0.7536,0.6626,0.1023,0.0631,0.1248
NW_019211454.1,11880001,11930000,11904774,19182,0.0024,0.0009,0.0013,0.0011,0.0008,0.0023,0.0062,0.0063,0.0061,0.0063,0.0064,0.0062,0.0014,0.0014,0.0013,0.1629,0.5434,0.5469,0.3854,0.7,0.7281,0.6141,0.0749,0.0631,0.1154
NW_019211454.1,11900001,11950000,11924890,18274,0.0023,0.0009,0.0014,0.0012,0.0008,0.0021,0.0063,0.0064,0.0062,0.0062,0.0063,0.0062,0.0015,0.0014,0.0013,0.1414,0.5528,0.5554,0.4066,0.695,0.7205,0.6222,0.0609,0.0649,0.0998
NW_019211454.1,11920001,11970000,11945227,18957,0.0022,0.001,0.0011,0.0009,0.0008,0.0021,0.0063,0.0063,0.0062,0.0063,0.0063,0.0063,0.0012,0.0012,0.001,0.1365,0.5872,0.5861,0.4213,0.7096,0.7268,0.5937,0.0527,0.0417,0.0556
NW_019211454.1,11940001,11990000,11965576,19377,0.0022,0.0009,0.0013,0.001,0.0007,0.0022,0.0064,0.0064,0.0063,0.0067,0.0067,0.0066,0.0013,0.0012,0.001,0.1748,0.5781,0.5885,0.4315,0.7111,0.7415,0.6248,0.0505,0.0448,0.0777
NW_019211454.1,11960001,12010000,11984678,19176,0.0022,0.0011,0.0016,0.0012,0.0007,0.0022,0.0073,0.0075,0.0072,0.0076,0.0078,0.0075,0.0016,0.0015,0.0013,0.1611,0.597,0.6185,0.4719,0.7059,0.7392,0.6294,0.0598,0.0526,0.1009
NW_019211454.1,11980001,12030000,12004523,18317,0.0023,0.001,0.0017,0.0014,0.0009,0.0021,0.0082,0.0083,0.0082,0.0081,0.0083,0.0081,0.0018,0.0018,0.0015,0.1258,0.6046,0.6258,0.4885,0.709,0.7458,0.6541,0.0533,0.0639,0.1088
NW_019211454.1,12000001,12050000,12025723,18256,0.0028,0.0011,0.0016,0.0013,0.0007,0.0025,0.0076,0.0077,0.0076,0.0074,0.0076,0.0076,0.0016,0.0017,0.0014,0.1273,0.5632,0.5646,0.4247,0.6959,0.7191,0.625,0.0576,0.0832,0.1102
NW_019211454.1,12020001,12070000,12044391,17739,0.0026,0.0009,0.0014,0.0012,0.0006,0.0023,0.0062,0.0064,0.0065,0.006,0.0062,0.0063,0.0015,0.0016,0.0012,0.1438,0.5192,0.5241,0.393,0.6779,0.7115,0.633,0.0585,0.101,0.1114
NW_019211454.1,12040001,12090000,12064655,17369,0.0027,0.0011,0.0013,0.001,0.0005,0.0025,0.007,0.0071,0.0072,0.0068,0.007,0.0071,0.0014,0.0014,0.001,0.1414,0.5604,0.5673,0.4226,0.7002,0.7308,0.6281,0.0652,0.089,0.0933
NW_019211454.1,12060001,12110000,12084946,17257,0.0022,0.0011,0.0013,0.0009,0.0005,0.002,0.0065,0.0067,0.0068,0.0065,0.0067,0.0068,0.0014,0.0014,0.0011,0.113,0.5795,0.6002,0.4575,0.6898,0.7258,0.6139,0.0814,0.0916,0.134
NW_019211454.1,12080001,12130000,12105527,18239,0.0021,0.0009,0.0014,0.0009,0.0005,0.0019,0.0058,0.0059,0.0059,0.0057,0.0059,0.0058,0.0015,0.0015,0.001,0.1255,0.5483,0.5785,0.4361,0.6669,0.7164,0.6116,0.1015,0.0961,0.1223
NW_019211454.1,12100001,12150000,12125014,18678,0.0025,0.001,0.0014,0.001,0.0007,0.0022,0.0063,0.0065,0.0065,0.0062,0.0064,0.0064,0.0015,0.0015,0.0012,0.1292,0.5436,0.5598,0.4068,0.6771,0.7145,0.5986,0.0955,0.0904,0.1124
NW_019211454.1,12120001,12170000,12145251,18870,0.0029,0.0009,0.0016,0.0011,0.0008,0.0025,0.0073,0.0074,0.0071,0.007,0.0071,0.0068,0.0016,0.0015,0.0012,0.143,0.5426,0.5595,0.3883,0.7018,0.754,0.6459,0.0854,0.0492,0.0741
NW_019211454.1,12140001,12190000,12165456,18399,0.0024,0.0007,0.002,0.0015,0.0007,0.002,0.0077,0.0078,0.0074,0.0075,0.0076,0.0072,0.002,0.0017,0.0014,0.1521,0.5593,0.5885,0.4534,0.6968,0.758,0.7125,0.0735,0.0478,0.0803
NW_019211454.1,12160001,12210000,12183630,18342,0.0023,0.0007,0.002,0.0015,0.0007,0.0021,0.0078,0.0078,0.0076,0.0078,0.0079,0.0076,0.002,0.0017,0.0014,0.1884,0.57,0.6,0.4731,0.708,0.769,0.7294,0.0638,0.0497,0.079
NW_019211454.1,12180001,12230000,12205343,17056,0.0023,0.0008,0.0019,0.0014,0.0009,0.0022,0.0083,0.0081,0.0082,0.0085,0.0084,0.0084,0.0018,0.0018,0.0014,0.1804,0.5972,0.6228,0.4934,0.7216,0.774,0.7099,0.0415,0.0455,0.0647
NW_019211454.1,12200001,12250000,12225243,17660,0.0026,0.0007,0.0019,0.0012,0.0012,0.0023,0.0076,0.0075,0.0078,0.0077,0.0076,0.0079,0.0018,0.002,0.0015,0.1832,0.5534,0.5856,0.4311,0.7101,0.7826,0.6978,0.0663,0.0601,0.0878
NW_019211454.1,12220001,12270000,12244449,18019,0.0026,0.0006,0.0016,0.001,0.0009,0.0022,0.0068,0.0068,0.007,0.0066,0.0067,0.0068,0.0015,0.0017,0.0012,0.1766,0.5351,0.5656,0.4107,0.7086,0.7838,0.7078,0.0697,0.0635,0.0988
NW_019211454.1,12240001,12290000,12264557,17390,0.0027,0.0006,0.0018,0.0011,0.0007,0.0025,0.007,0.007,0.0071,0.007,0.0071,0.0071,0.0017,0.0017,0.0011,0.2227,0.5116,0.5524,0.4036,0.7021,0.7911,0.7355,0.074,0.0612,0.0701
NW_019211454.1,12260001,12310000,12285552,17746,0.0026,0.0005,0.0016,0.0012,0.0007,0.0024,0.0072,0.0076,0.0076,0.0072,0.0076,0.0074,0.0018,0.0016,0.0011,0.2178,0.5535,0.5815,0.4356,0.7406,0.8102,0.776,0.1017,0.0761,0.0652
NW_019211454.1,12280001,12330000,12305455,18434,0.0024,0.0005,0.0015,0.0011,0.0007,0.0022,0.0068,0.007,0.0069,0.0068,0.007,0.0069,0.0016,0.0016,0.0011,0.2043,0.5625,0.5879,0.4355,0.7344,0.7989,0.7407,0.1017,0.0708,0.077
NW_019211454.1,12300001,12350000,12325484,18688,0.002,0.0006,0.0014,0.001,0.0008,0.002,0.006,0.006,0.006,0.0062,0.0062,0.0062,0.0015,0.0015,0.0011,0.2238,0.5546,0.5854,0.432,0.7125,0.775,0.6891,0.0928,0.0652,0.0764
NW_019211454.1,12320001,12370000,12344599,18341,0.0022,0.0009,0.0016,0.001,0.0009,0.0022,0.0055,0.0057,0.0055,0.0057,0.0058,0.0057,0.0016,0.0016,0.0011,0.1776,0.4902,0.5508,0.3825,0.63,0.7096,0.5734,0.1014,0.0574,0.0629
NW_019211454.1,12340001,12390000,12364986,18540,0.0022,0.0011,0.0017,0.001,0.001,0.0022,0.0064,0.0066,0.0065,0.0067,0.0069,0.0068,0.0017,0.0017,0.0013,0.1688,0.5337,0.5952,0.4265,0.6574,0.7304,0.5924,0.1003,0.0451,0.0878
NW_019211454.1,12360001,12410000,12385469,18038,0.0023,0.0011,0.0018,0.0011,0.0012,0.0022,0.0077,0.0077,0.0077,0.0078,0.0077,0.0078,0.0018,0.0018,0.0014,0.1458,0.5777,0.618,0.4591,0.687,0.7457,0.6209,0.0916,0.0453,0.0919
NW_019211454.1,12380001,12430000,12404256,17623,0.0021,0.0008,0.0017,0.0012,0.0012,0.0019,0.0075,0.0074,0.0075,0.0074,0.0074,0.0075,0.0018,0.0018,0.0016,0.1256,0.6015,0.6287,0.4812,0.7103,0.7594,0.6575,0.0998,0.0557,0.1286
NW_019211454.1,12400001,12450000,12425259,18301,0.0017,0.0006,0.0015,0.0011,0.0011,0.0016,0.0056,0.0054,0.0056,0.0059,0.0057,0.0058,0.0016,0.0017,0.0016,0.1758,0.5592,0.5833,0.4437,0.688,0.7375,0.6429,0.0863,0.0559,0.1279
NW_019211454.1,12420001,12470000,12445842,19333,0.0018,0.0006,0.0013,0.001,0.0009,0.0017,0.0047,0.0047,0.0048,0.005,0.005,0.005,0.0012,0.0014,0.0012,0.2014,0.5199,0.535,0.3877,0.6893,0.7346,0.6413,0.0449,0.0626,0.083
NW_019211454.1,12440001,12490000,12464811,20118,0.0018,0.0006,0.0011,0.001,0.0009,0.0017,0.0049,0.005,0.005,0.005,0.0051,0.0051,0.0012,0.0013,0.0011,0.1993,0.5486,0.5506,0.4092,0.7037,0.73,0.6448,0.0498,0.0581,0.0509
NW_019211454.1,12460001,12510000,12483985,18571,0.0014,0.0006,0.0012,0.0013,0.0007,0.0014,0.005,0.0053,0.0053,0.005,0.0053,0.0052,0.0014,0.0013,0.0012,0.1549,0.586,0.5933,0.4985,0.6831,0.6996,0.6462,0.0532,0.0713,0.0767
NW_019211454.1,12480001,12530000,12504780,17882,0.0017,0.0007,0.0018,0.0015,0.0008,0.0016,0.0065,0.0067,0.0068,0.0064,0.0066,0.0066,0.0019,0.002,0.0015,0.1277,0.5681,0.6122,0.5167,0.6593,0.7194,0.6717,0.0701,0.0828,0.0968
NW_019211454.1,12500001,12550000,12526380,18295,0.0024,0.0012,0.0024,0.0017,0.001,0.0024,0.0073,0.0075,0.0074,0.0072,0.0074,0.0073,0.0024,0.0023,0.0017,0.1511,0.508,0.5626,0.4443,0.5996,0.6676,0.5758,0.0694,0.0654,0.0818
NW_019211454.1,12520001,12570000,12544169,18948,0.0028,0.0011,0.002,0.0014,0.0009,0.0027,0.0078,0.0079,0.0077,0.0075,0.0076,0.0074,0.002,0.0019,0.0014,0.1797,0.5368,0.5629,0.4171,0.6611,0.7132,0.6146,0.0664,0.0582,0.0699
NW_019211454.1,12540001,12590000,12563180,16452,0.0028,0.0011,0.0017,0.001,0.0006,0.0027,0.0071,0.007,0.0069,0.0069,0.0068,0.0066,0.0015,0.0014,0.0008,0.1797,0.5325,0.5578,0.3942,0.6702,0.7281,0.6069,0.0645,0.0427,0.021
NW_019211454.1,12560001,12610000,12585756,15146,0.002,0.0007,0.0015,0.0007,0.0005,0.0017,0.0058,0.0057,0.0057,0.0055,0.0054,0.0054,0.0013,0.0012,0.0007,0.1278,0.5469,0.5954,0.4342,0.6631,0.7479,0.6339,0.0684,0.0362,0.0174
NW_019211454.1,12580001,12630000,12605764,16724,0.0021,0.0007,0.0015,0.001,0.001,0.0018,0.006,0.0059,0.0057,0.0057,0.0056,0.0054,0.0015,0.0015,0.0012,0.1344,0.5376,0.56,0.3906,0.6727,0.7312,0.6145,0.0809,0.0466,0.0581
NW_019211454.1,12600001,12650000,12624992,17250,0.0022,0.0006,0.0012,0.0011,0.0011,0.0019,0.0058,0.0058,0.0056,0.0056,0.0056,0.0054,0.0015,0.0015,0.0013,0.1565,0.5538,0.5398,0.3747,0.7136,0.7325,0.6293,0.0954,0.0541,0.0681
NW_019211454.1,12620001,12670000,12645146,17177,0.002,0.0005,0.0011,0.001,0.0008,0.0018,0.0059,0.006,0.0059,0.0059,0.006,0.0058,0.0013,0.0012,0.0012,0.1758,0.5958,0.5884,0.426,0.7579,0.7813,0.7007,0.0963,0.0447,0.0931
NW_019211454.1,12640001,12690000,12665473,17754,0.0018,0.0006,0.0008,0.0006,0.0005,0.0017,0.0052,0.0054,0.0054,0.0053,0.0054,0.0054,0.0009,0.0009,0.0008,0.1789,0.6151,0.6095,0.4415,0.7725,0.7945,0.6901,0.0894,0.0706,0.1052
NW_019211454.1,12660001,12710000,12684314,17322,0.0019,0.0005,0.0011,0.0008,0.0006,0.0017,0.0062,0.0064,0.0062,0.0063,0.0065,0.0063,0.0011,0.0011,0.0009,0.1714,0.6254,0.6394,0.4755,0.7749,0.8186,0.7407,0.0888,0.0615,0.0986
NW_019211454.1,12680001,12730000,12704408,16813,0.0022,0.0007,0.0011,0.0008,0.0007,0.0019,0.0057,0.006,0.0058,0.0057,0.006,0.0058,0.0012,0.0012,0.0009,0.1581,0.5685,0.5868,0.4055,0.7318,0.7787,0.6587,0.0973,0.0568,0.0674
NW_019211454.1,12700001,12750000,12725490,16672,0.002,0.0007,0.0011,0.0007,0.0007,0.0017,0.0053,0.0053,0.0052,0.0053,0.0053,0.0052,0.0011,0.0012,0.0008,0.1312,0.5563,0.5734,0.3953,0.7075,0.7577,0.6257,0.0772,0.0509,0.0596
NW_019211454.1,12720001,12770000,12745857,18074,0.0021,0.0009,0.0013,0.0007,0.001,0.002,0.0056,0.0056,0.0058,0.0057,0.0056,0.0058,0.0012,0.0014,0.001,0.1498,0.5419,0.5714,0.3986,0.6731,0.7258,0.5752,0.0701,0.0489,0.0694
NW_019211454.1,12740001,12790000,12765301,18352,0.002,0.0007,0.0013,0.0008,0.0011,0.0018,0.006,0.006,0.0061,0.0059,0.0059,0.006,0.0012,0.0015,0.0012,0.1559,0.5712,0.5983,0.4231,0.7137,0.7746,0.6494,0.0727,0.0565,0.0843
NW_019211454.1,12760001,12810000,12784546,19443,0.002,0.0007,0.0016,0.0011,0.0013,0.0019,0.007,0.0071,0.0072,0.007,0.0071,0.0072,0.0017,0.0019,0.0015,0.1718,0.5929,0.6307,0.4697,0.7173,0.7817,0.6777,0.0995,0.0697,0.0978
NW_019211454.1,12780001,12830000,12804046,17622,0.0019,0.0007,0.0016,0.0011,0.0008,0.0018,0.0069,0.007,0.0069,0.007,0.0072,0.007,0.0017,0.0017,0.0013,0.1598,0.5945,0.6315,0.4876,0.7194,0.7804,0.7019,0.1087,0.079,0.1107
NW_019211454.1,12800001,12850000,12824767,17439,0.0021,0.0007,0.0016,0.0011,0.0008,0.002,0.0073,0.0076,0.0073,0.0076,0.0078,0.0075,0.0018,0.0016,0.0014,0.1709,0.602,0.6326,0.4813,0.7328,0.7852,0.7004,0.1203,0.0617,0.1281
NW_019211454.1,12820001,12870000,12845175,17545,0.002,0.0006,0.0012,0.0009,0.0008,0.0019,0.0055,0.0057,0.0054,0.0057,0.0058,0.0055,0.0014,0.0012,0.0012,0.1878,0.5569,0.5767,0.3974,0.7227,0.7735,0.6638,0.1287,0.0413,0.1326
NW_019211454.1,12840001,12890000,12864850,17739,0.002,0.0007,0.001,0.0006,0.0008,0.0019,0.0054,0.0054,0.0052,0.0054,0.0053,0.0051,0.001,0.001,0.0009,0.1615,0.5788,0.5868,0.3769,0.7322,0.773,0.6047,0.1259,0.0233,0.1243
NW_019211454.1,12860001,12910000,12886148,17958,0.002,0.0007,0.0011,0.0006,0.0009,0.002,0.0054,0.0055,0.0053,0.0057,0.0057,0.0055,0.0011,0.0011,0.001,0.1937,0.5664,0.5934,0.3855,0.7304,0.788,0.6298,0.1133,0.0376,0.1478
NW_019211454.1,12880001,12930000,12904816,19274,0.0021,0.0006,0.0013,0.0008,0.0009,0.0019,0.0057,0.0058,0.0056,0.0057,0.0059,0.0057,0.0013,0.0013,0.0012,0.1896,0.5549,0.5898,0.4028,0.7171,0.7865,0.6673,0.109,0.0452,0.1381
NW_019211454.1,12900001,12950000,12924737,18569,0.0019,0.0004,0.0013,0.0007,0.0008,0.0018,0.0055,0.0056,0.0055,0.0057,0.0057,0.0056,0.0013,0.0013,0.001,0.2414,0.5527,0.5955,0.4177,0.7355,0.8238,0.7411,0.088,0.0469,0.1144
NW_019211454.1,12920001,12970000,12944359,17524,0.0018,0.0004,0.0013,0.0007,0.0005,0.0016,0.0065,0.0066,0.0065,0.0063,0.0065,0.0063,0.0012,0.0013,0.0008,0.194,0.6226,0.6717,0.5087,0.761,0.8496,0.7844,0.0916,0.064,0.1081
NW_019211454.1,12940001,12990000,12964473,17590,0.0017,0.0003,0.0014,0.0008,0.0005,0.0015,0.0057,0.0058,0.0056,0.0056,0.0057,0.0055,0.0014,0.0013,0.0008,0.2271,0.5746,0.6352,0.4831,0.7368,0.8467,0.8272,0.0946,0.0651,0.0872
NW_019211454.1,12960001,13010000,12985191,17545,0.0017,0.0003,0.0017,0.0008,0.0007,0.0014,0.0056,0.0057,0.0055,0.0054,0.0055,0.0053,0.0017,0.0017,0.0009,0.1874,0.5322,0.6168,0.4557,0.6906,0.8326,0.7975,0.1162,0.074,0.0651
NW_019211454.1,12980001,13030000,13005282,17693,0.0019,0.0002,0.0016,0.0008,0.0008,0.0015,0.0054,0.0053,0.0052,0.0052,0.005,0.0049,0.0015,0.0015,0.0009,0.2006,0.5213,0.5824,0.4109,0.6991,0.8325,0.7898,0.0938,0.0584,0.0611
NW_019211454.1,13000001,13050000,13024991,18264,0.0019,0.0002,0.0015,0.001,0.0009,0.0016,0.006,0.006,0.0059,0.0058,0.0059,0.0058,0.0016,0.0016,0.0013,0.2048,0.563,0.5962,0.4429,0.7378,0.8242,0.8022,0.1146,0.0684,0.1163
NW_019211454.1,13020001,13070000,13044662,17532,0.0018,0.0004,0.0014,0.0011,0.001,0.0015,0.0064,0.0065,0.0065,0.0063,0.0064,0.0064,0.0016,0.0015,0.0014,0.1794,0.6019,0.6282,0.4772,0.7493,0.8138,0.7654,0.1128,0.056,0.124
NW_019211454.1,13040001,13090000,13065552,18090,0.0019,0.0004,0.0014,0.0011,0.0011,0.0016,0.0066,0.0067,0.0066,0.0066,0.0067,0.0066,0.0016,0.0016,0.0015,0.1878,0.6063,0.6182,0.4629,0.7611,0.8078,0.7539,0.1102,0.0536,0.1063
NW_019211454.1,13060001,13110000,13085316,18918,0.0016,0.0003,0.0014,0.0009,0.0009,0.0014,0.0049,0.005,0.0049,0.005,0.0051,0.0049,0.0014,0.0014,0.0013,0.214,0.544,0.5948,0.4276,0.7094,0.8044,0.7454,0.0906,0.0481,0.1159
NW_019211454.1,13080001,13130000,13105266,19400,0.0015,0.0003,0.0011,0.0009,0.0005,0.0013,0.0053,0.0056,0.0054,0.0052,0.0055,0.0053,0.0013,0.001,0.0009,0.1715,0.6015,0.6322,0.4866,0.7492,0.8141,0.779,0.1009,0.0372,0.0897
NW_019211454.1,13100001,13150000,13123977,18162,0.0015,0.0003,0.0009,0.0007,0.0004,0.0012,0.0045,0.0046,0.0045,0.0045,0.0047,0.0045,0.001,0.0009,0.0008,0.1814,0.5909,0.6026,0.4593,0.7627,0.8108,0.7805,0.0818,0.0652,0.1301
NW_019211454.1,13120001,13170000,13144716,17559,0.0018,0.0004,0.001,0.0007,0.0005,0.0015,0.0054,0.0054,0.0053,0.0055,0.0055,0.0054,0.001,0.001,0.0009,0.1835,0.601,0.6128,0.4474,0.7782,0.8318,0.7696,0.0725,0.0541,0.1383
NW_019211454.1,13140001,13190000,13166382,17851,0.0018,0.0004,0.0013,0.0006,0.0005,0.0017,0.0063,0.0062,0.0062,0.0065,0.0065,0.0065,0.0012,0.0012,0.0008,0.2347,0.6025,0.6499,0.4843,0.7663,0.8571,0.7977,0.0794,0.0507,0.1084
NW_019211454.1,13160001,13210000,13185527,19668,0.0021,0.0004,0.0014,0.0006,0.0006,0.0019,0.007,0.0069,0.0071,0.0071,0.007,0.0072,0.0013,0.0014,0.001,0.2446,0.609,0.6543,0.4908,0.7747,0.8708,0.8182,0.0865,0.0651,0.1728
NW_019211454.1,13180001,13230000,13204913,19517,0.002,0.0004,0.0014,0.0006,0.0006,0.0018,0.0064,0.0063,0.0064,0.0063,0.0061,0.0062,0.0012,0.0013,0.001,0.2019,0.5878,0.6267,0.4634,0.7557,0.8527,0.7977,0.0825,0.0653,0.1801
NW_019211454.1,13200001,13250000,13224982,19522,0.0018,0.0004,0.0012,0.0006,0.0005,0.0016,0.0059,0.0057,0.0059,0.0057,0.0055,0.0057,0.001,0.0011,0.0009,0.1951,0.5958,0.6259,0.4707,0.7527,0.8336,0.7738,0.0573,0.0629,0.1614
NW_019211454.1,13220001,13270000,13244570,19579,0.0017,0.0004,0.0012,0.0008,0.0006,0.0015,0.0055,0.0055,0.0054,0.0054,0.0055,0.0053,0.0012,0.0011,0.0009,0.203,0.5878,0.6189,0.4626,0.7377,0.8058,0.7438,0.0762,0.0421,0.0965
NW_019211454.1,13240001,13290000,13264227,18453,0.0019,0.0004,0.0013,0.0009,0.0007,0.0018,0.0056,0.0056,0.0055,0.0056,0.0056,0.0054,0.0013,0.0012,0.001,0.2289,0.5592,0.5775,0.4226,0.735,0.7999,0.7478,0.0588,0.0326,0.0732
NW_019211454.1,13260001,13310000,13284843,17816,0.0021,0.0004,0.0014,0.001,0.0008,0.0019,0.0063,0.0063,0.0065,0.0061,0.0062,0.0063,0.0015,0.0014,0.0011,0.2283,0.5678,0.5915,0.4505,0.7376,0.8063,0.7712,0.0786,0.05,0.0699
NW_019211454.1,13280001,13330000,13305492,17837,0.002,0.0004,0.0015,0.0012,0.0007,0.0017,0.0065,0.0065,0.0066,0.0062,0.0063,0.0064,0.0016,0.0014,0.0012,0.179,0.5742,0.594,0.4674,0.7292,0.7935,0.7774,0.0777,0.0452,0.0658
NW_019211454.1,13300001,13350000,13324669,17844,0.0017,0.0004,0.0017,0.0012,0.0009,0.0015,0.0063,0.0062,0.0062,0.0063,0.0063,0.0062,0.0018,0.0016,0.0012,0.1916,0.5623,0.6085,0.4828,0.7046,0.79,0.7655,0.0746,0.0444,0.0446
NW_019211454.1,13320001,13370000,13344470,17166,0.0019,0.0004,0.0017,0.0012,0.0011,0.0018,0.007,0.0072,0.007,0.0073,0.0075,0.0072,0.0018,0.0018,0.0014,0.2275,0.5898,0.6356,0.4851,0.7361,0.8113,0.7596,0.0772,0.0493,0.0674
NW_019211454.1,13340001,13390000,13364646,16773,0.0023,0.0004,0.0017,0.0011,0.001,0.0023,0.006,0.0061,0.0059,0.0061,0.0062,0.006,0.0017,0.0017,0.0014,0.2722,0.5078,0.5475,0.3804,0.7044,0.7931,0.7369,0.0683,0.0563,0.0911
NW_019211454.1,13360001,13410000,13385569,16519,0.0023,0.0004,0.0013,0.0007,0.0009,0.0022,0.0053,0.0052,0.005,0.0051,0.005,0.0048,0.0011,0.0013,0.0012,0.2497,0.502,0.5211,0.3277,0.7214,0.8092,0.7089,0.0581,0.0473,0.1546
NW_019211454.1,13380001,13430000,13404955,16690,0.0027,0.0004,0.0016,0.0007,0.001,0.0025,0.0062,0.006,0.0059,0.0058,0.0056,0.0055,0.0014,0.0016,0.0013,0.2569,0.4962,0.5334,0.3354,0.7066,0.8265,0.7226,0.1001,0.0429,0.1629
NW_019211454.1,13400001,13450000,13425440,17607,0.0025,0.0006,0.0018,0.0008,0.0011,0.0023,0.0074,0.0074,0.0072,0.0071,0.0071,0.0069,0.0018,0.002,0.0015,0.2202,0.5525,0.6142,0.4226,0.7101,0.8238,0.7165,0.1418,0.0735,0.1883
NW_019211454.1,13420001,13470000,13445596,18215,0.0028,0.0006,0.0016,0.0011,0.0009,0.0025,0.0077,0.0078,0.0076,0.0075,0.0076,0.0074,0.0019,0.0019,0.0016,0.2017,0.5642,0.5826,0.4123,0.7352,0.7954,0.7152,0.1361,0.0843,0.1498
NW_019211454.1,13440001,13490000,13464919,18664,0.0029,0.0006,0.0017,0.0015,0.0007,0.0024,0.0078,0.0081,0.0078,0.0074,0.0077,0.0074,0.002,0.0019,0.0015,0.1601,0.5553,0.5607,0.4154,0.7304,0.7741,0.7376,0.1034,0.1009,0.0945
NW_019211454.1,13460001,13510000,13484559,18140,0.0027,0.0006,0.0015,0.0013,0.0004,0.0024,0.0068,0.0071,0.007,0.0063,0.0067,0.0065,0.0017,0.0017,0.0015,0.1811,0.5281,0.5379,0.4102,0.707,0.7536,0.7317,0.0852,0.1079,0.1651
NW_019211454.1,13480001,13530000,13504786,17277,0.0024,0.0006,0.0016,0.001,0.0005,0.0021,0.0065,0.0067,0.0065,0.0061,0.0063,0.0061,0.0016,0.0017,0.0015,0.1761,0.5309,0.5774,0.4237,0.693,0.782,0.7248,0.0938,0.098,0.2311
NW_019211454.1,13500001,13550000,13525397,17582,0.0024,0.0005,0.0018,0.001,0.0006,0.0021,0.0069,0.0071,0.0069,0.0067,0.0068,0.0066,0.0017,0.0018,0.0014,0.1939,0.5384,0.5959,0.4371,0.7018,0.8069,0.7519,0.0838,0.082,0.2104
NW_019211454.1,13520001,13570000,13545536,18520,0.0023,0.0005,0.0015,0.0008,0.0005,0.002,0.0067,0.0066,0.0066,0.0066,0.0065,0.0065,0.0014,0.0014,0.0011,0.1944,0.556,0.5927,0.4368,0.731,0.8207,0.7669,0.0663,0.07,0.1877
